country,countryname,sentence_id,text,date,party,partyname,text_id
53,Ireland,1513,"We will establish an Office of the Ombudsman for Future Generations, learning from the Welsh example of the Commissioner for Future Generations and shadowing the European Commission’s decision to appoint a Commissioner for Intergenerational Fairness.",202411,53110,Greens,53110_202411_1513
53,Ireland,1514,The Ombudsman’s remit will include overseeing the meaningful integration of the wellbeing framework into the budgetary process and monitoring progress on the Sustainable Development Goals.,202411,53110,Greens,53110_202411_1514
53,Ireland,1515,Its role would extend not only to decisions taken by Government but also to influencing the mandate and mission of public sector bodies.,202411,53110,Greens,53110_202411_1515
53,Ireland,1516,Structure of Government,202411,53110,Greens,53110_202411_1516
53,Ireland,1517,"To better address the evolving challenges facing our country, we believe the structure of Government needs to be reviewed.",202411,53110,Greens,53110_202411_1517
53,Ireland,1518,We propose the following Ministerial positions:,202411,53110,Greens,53110_202411_1518
53,Ireland,1519,Minister for Agriculture and Food,202411,53110,Greens,53110_202411_1519
53,Ireland,1520,"Minister for Children, Equality, Disability, Integration and Youth",202411,53110,Greens,53110_202411_1520
53,Ireland,1521,Minister for Defence and Foreign Affairs (responsible for two departments),202411,53110,Greens,53110_202411_1521
53,Ireland,1522,Minister for Education and Higher Education (responsible for two departments),202411,53110,Greens,53110_202411_1522
53,Ireland,1523,"Minister for Enterprise, Employment, Trade and Digital Communications",202411,53110,Greens,53110_202411_1523
53,Ireland,1524,Minister for Finance,202411,53110,Greens,53110_202411_1524
53,Ireland,1525,Minister for Public Expenditure and Reform,202411,53110,Greens,53110_202411_1525
53,Ireland,1526,Minister for Health and Wellbeing,202411,53110,Greens,53110_202411_1526
53,Ireland,1527,"Minister for Housing, Heritage and Local Government",202411,53110,Greens,53110_202411_1527
53,Ireland,1528,Minister for Justice,202411,53110,Greens,53110_202411_1528
53,Ireland,1529,"Minister for Social Protection, Means Testing and Rural and Community Development (responsible for two departments)",202411,53110,Greens,53110_202411_1529
53,Ireland,1530,"Minister for Climate, Nature, Natural Resources and Planning",202411,53110,Greens,53110_202411_1530
53,Ireland,1531,Minister for Transport,202411,53110,Greens,53110_202411_1531
53,Ireland,1532,"Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media",202411,53110,Greens,53110_202411_1532
53,Ireland,1533,Taoiseach,202411,53110,Greens,53110_202411_1533
53,Ireland,1534,The following ‘Super-Junior’ ministerial positions should also be established:,202411,53110,Greens,53110_202411_1534
53,Ireland,1535,"Minister of State for the Regional Cities – across the Department of Public Expenditure and Reform; the Department of Housing, Heritage and Local Government; and the Department of Climate, Nature, Natural Resources and Planning.",202411,53110,Greens,53110_202411_1535
53,Ireland,1536,"Minister of State for Wellbeing, Mental Health and Loneliness – across the Department of Children, Equality, Disability, Integration and Youth; the Department of Health and Wellbeing; and the Department of Rural and Community Development.",202411,53110,Greens,53110_202411_1536
53,Ireland,1537,"Government Chief Whip and Minister of State for Disability across the Department of Children, Equality, Disability, Integration and Youth; the Departments of Education and Higher Education; and the Department of Health and Wellbeing.",202411,53110,Greens,53110_202411_1537
53,Ireland,1538,Investing in a Modern Ireland,202411,53110,Greens,53110_202411_1538
53,Ireland,1539,"Ireland’s real economic constraint is a deficiency of basic infrastructure – housing, public transport, water and energy.",202411,53110,Greens,53110_202411_1539
53,Ireland,1540,"Notwithstanding the substantial success we have had in making progress on these issues, further progress has been consistently frustrated by arbitrary budgetary rules imposed by the Department of Finance and Department of Public Expenditure.",202411,53110,Greens,53110_202411_1540
53,Ireland,1541,Reforming the Spending Rule,202411,53110,Greens,53110_202411_1541
53,Ireland,1542,"To address this issue, we will examine the impact of allowing investments which yield direct and measurable savings to the exchequer in the future to be funded outside of the spending rule.",202411,53110,Greens,53110_202411_1542
53,Ireland,1543,Examples of this might include:,202411,53110,Greens,53110_202411_1543
53,Ireland,1544,"The tenant-in-situ scheme, which saves the state money in foregone Housing Assistance Payments;",202411,53110,Greens,53110_202411_1544
53,Ireland,1545,The public sector retrofitting programme - which saves the state on future energy bills; and,202411,53110,Greens,53110_202411_1545
53,Ireland,1546,"The Comprehensive Accommodation Strategy, which by developing IPAS accommodation on public land saves the state from high rents charged by private sector providers.",202411,53110,Greens,53110_202411_1546
53,Ireland,1547,We believe that these investments should be treated as balance sheet transactions.,202411,53110,Greens,53110_202411_1547
53,Ireland,1548,"In other words, they should be viewed as an exchange of one form of asset – cash – for another – buildings and equipment.",202411,53110,Greens,53110_202411_1548
53,Ireland,1549,The examination of this policy shift will include an assessment of any impact it could have on inflation.,202411,53110,Greens,53110_202411_1549
53,Ireland,1550,It can be accommodated within the new EU fiscal rules.,202411,53110,Greens,53110_202411_1550
53,Ireland,1551,Saving for the Future,202411,53110,Greens,53110_202411_1551
53,Ireland,1552,"We will stick by our commitment to transfer excess corporation tax receipts into the new Future Ireland Fund and Infrastructure, Climate and Nature Fund, and to use these funds to support the transition to a zero carbon, biodiversity rich economy, and to respond to challenges such as demographic change and artificial intelligence.",202411,53110,Greens,53110_202411_1552
53,Ireland,1553,Taxation and Spending,202411,53110,Greens,53110_202411_1553
53,Ireland,1554,"To meet the challenges we face today, the state needs to expand as a share of the economy.",202411,53110,Greens,53110_202411_1554
53,Ireland,1555,Fianna Fáil and Fine Gael Ministers for Finance have pursued a policy of using the proceeds of new tax raising measures exclusively to fund other tax cuts.,202411,53110,Greens,53110_202411_1555
53,Ireland,1556,We will end this practice and instead use a portion of the proceeds from new tax measures to support enhanced delivery of public services.,202411,53110,Greens,53110_202411_1556
53,Ireland,1557,Tax changes,202411,53110,Greens,53110_202411_1557
53,Ireland,1558,We want to rely less on taxing your wages and rely more on taxing consumption and wealth.,202411,53110,Greens,53110_202411_1558
53,Ireland,1559,People and businesses creating value should not have to subsidise economic actors that hoard assets and collect a return for no work.,202411,53110,Greens,53110_202411_1559
53,Ireland,1560,We will continue this Government’s policy of increasing tax bands and credits to prevent people from being hit by higher income tax bills as their incomes rise.,202411,53110,Greens,53110_202411_1560
53,Ireland,1561,"However, we realise that to improve our public services and basic infrastructure, we need to keep looking at new ways to raise money for the exchequer.",202411,53110,Greens,53110_202411_1561
53,Ireland,1562,We will be guided by the advice of the Tax and Welfare Commission on how to do this in the medium to long term.,202411,53110,Greens,53110_202411_1562
53,Ireland,1563,Examples include:,202411,53110,Greens,53110_202411_1563
53,Ireland,1564,Restricting the PRSI exemption for share-based remuneration to micro and small and medium sized enterprises.,202411,53110,Greens,53110_202411_1564
53,Ireland,1565,"Paying staff through shares is a useful cash-saving mechanism for SMEs, especially start-ups, and it is right for the Government to support that via a PRSI exemption.",202411,53110,Greens,53110_202411_1565
53,Ireland,1566,"However, there is a concern that this provision is now being used by larger, more established companies as a way of reducing their tax bills.",202411,53110,Greens,53110_202411_1566
53,Ireland,1567,It costs the exchequer over €200 million per year.,202411,53110,Greens,53110_202411_1567
53,Ireland,1568,Restricting it to smaller companies that need it would deliver significant savings.,202411,53110,Greens,53110_202411_1568
53,Ireland,1569,Removing the Capital Gains Tax exemption on death.,202411,53110,Greens,53110_202411_1569
53,Ireland,1570,"Currently, if an individual sells an asset during their lifetime, they pay capital gains tax on the uplift in the value that happened during the time that they owned it.",202411,53110,Greens,53110_202411_1570
53,Ireland,1571,"However, if the person dies in possession of the asset, their estate does not have to pay CGT on the uplift in value.",202411,53110,Greens,53110_202411_1571
53,Ireland,1572,This provides a perverse incentive for people to hold onto assets rather than passing them on to the next generation.,202411,53110,Greens,53110_202411_1572
53,Ireland,1573,"To deal with this incentive, various reliefs have been put in place, at significant cost to the exchequer.",202411,53110,Greens,53110_202411_1573
53,Ireland,1574,"The Commission on Tax and Welfare recommend that the Irish Government should examine the possibility of removing this exemption, and we support that view.",202411,53110,Greens,53110_202411_1574
53,Ireland,1575,Excluding wealthy farmers and business owners from agricultural and business relief.,202411,53110,Greens,53110_202411_1575
53,Ireland,1576,"Agricultural and Business relief from Capital Acquisition Tax, commonly known as inheritance tax, subsidised fewer than 2,500 people to the tune of over €400 million last year – a subsidy of almost €170,000 per claimant in one year alone.",202411,53110,Greens,53110_202411_1576
53,Ireland,1577,ESRI research has highlighted that these claimants tend not to be owners of small family farms and businesses – some of whom are currently struggling to stay afloat – but owners of larger enterprises.,202411,53110,Greens,53110_202411_1577
53,Ireland,1578,We would restrict this relief to assets worth three times the value of the average farm.,202411,53110,Greens,53110_202411_1578
53,Ireland,1579,"We will also implement a series of other changes to advance other public policy goals, such as:",202411,53110,Greens,53110_202411_1579
53,Ireland,1580,"In line with another recommendation of the Tax and Welfare Commission, replacing commercial rates with a site value tax.",202411,53110,Greens,53110_202411_1580
53,Ireland,1581,Extending agricultural tax reliefs to land leased for solar power.,202411,53110,Greens,53110_202411_1581
53,Ireland,1582,Imposing a landing charge on private jets.,202411,53110,Greens,53110_202411_1582
53,Ireland,1583,Applying an air passenger duty on business class seats.,202411,53110,Greens,53110_202411_1583
53,Ireland,1584,Increasing excise duty on cigarettes and e-cigarette liquid.,202411,53110,Greens,53110_202411_1584
53,Ireland,1585,We also propose that Ireland’s next Government lead the way on negotiations for a coordinated minimum effective taxation standard for ultra-high net worth individuals in line with proposals from the EU Tax Observatory Report of 2024.,202411,53110,Greens,53110_202411_1585
53,Ireland,1586,A green take on tax policy:,202411,53110,Greens,53110_202411_1586
53,Ireland,1587,"Building on the success of the carbon tax in supporting the scaling up of a domestic retrofit industry, as well as tax cuts on solar panels and heat pumps, we will seek to leverage the tax system to support the transition to a climate neutral economy.",202411,53110,Greens,53110_202411_1587
53,Ireland,1588,This will include taxes on private jets and business class flights.,202411,53110,Greens,53110_202411_1588
53,Ireland,1,A VISION FOR REAL CHANGE,202411,53231,People Before Profit,53231_202411_1
53,Ireland,2,In one form or another Fianna Fáil and Fine Gael (FFFG) have been in power for 100 years.,202411,53231,People Before Profit,53231_202411_2
53,Ireland,3,"They have been good for corporations, landlords, vulture funds, big farmers and developers.",202411,53231,People Before Profit,53231_202411_3
53,Ireland,4,But the majority have not benefited.,202411,53231,People Before Profit,53231_202411_4
53,Ireland,5,They have failed to:,202411,53231,People Before Profit,53231_202411_5
53,Ireland,6,Provide affordable housing;,202411,53231,People Before Profit,53231_202411_6
53,Ireland,7,Stop rising inequality and protect the many from the Cost of Living Crisis;,202411,53231,People Before Profit,53231_202411_7
53,Ireland,8,Provide public services free at the point of delivery;,202411,53231,People Before Profit,53231_202411_8
53,Ireland,9,Provide care for those who need it;,202411,53231,People Before Profit,53231_202411_9
53,Ireland,10,Cut carbon emissions and protect our biodiversity;,202411,53231,People Before Profit,53231_202411_10
53,Ireland,11,Defend our neutrality and protect refugees; and,202411,53231,People Before Profit,53231_202411_11
53,Ireland,12,Stand with Palestine.,202411,53231,People Before Profit,53231_202411_12
53,Ireland,13,This election takes places at a time when Ireland has unprecedented wealth.,202411,53231,People Before Profit,53231_202411_13
53,Ireland,14,"But we also have high levels of homelessness, inequality and deprivation.",202411,53231,People Before Profit,53231_202411_14
53,Ireland,15,One in five children are experiencing deprivation.,202411,53231,People Before Profit,53231_202411_15
53,Ireland,16,Many households are struggling with cost-of-living increases.,202411,53231,People Before Profit,53231_202411_16
53,Ireland,17,Many young people are forced to emigrate.,202411,53231,People Before Profit,53231_202411_17
53,Ireland,18,"Affordable housing is out of the reach of the many, education is costly when it should be free and childcare costs amount to another mortgage for many households.",202411,53231,People Before Profit,53231_202411_18
53,Ireland,19,Those with additional needs are locked out of basic services waiting for essential assessments and therapies and even school places.,202411,53231,People Before Profit,53231_202411_19
53,Ireland,20,Many disabled people live on or below the poverty line.,202411,53231,People Before Profit,53231_202411_20
53,Ireland,21,Hundreds of thousands are on waiting lists for essential medical care.,202411,53231,People Before Profit,53231_202411_21
53,Ireland,22,All of this in spite of the fact that the government has unprecedented resources available to it.,202411,53231,People Before Profit,53231_202411_22
53,Ireland,23,The government refuses to go after the wealth which could be used to provide a decent living to the majority of the population.,202411,53231,People Before Profit,53231_202411_23
53,Ireland,24,"Indeed, it has worked flat out to try and give over €13 billion that is owed to the Irish people to Apple’s shareholders.",202411,53231,People Before Profit,53231_202411_24
53,Ireland,25,This shows whose side they are on.,202411,53231,People Before Profit,53231_202411_25
53,Ireland,26,The government has also failed in relation to the Climate and Biodiversity crisis and has not taken the measures which would lead to the cuts in emissions we need to avoid warming in excess of 1.5 degrees and protect our environment.,202411,53231,People Before Profit,53231_202411_26
53,Ireland,27,"It faces large penalties, which could be over €8 billion up to 2030, through fines and buying carbon credits.",202411,53231,People Before Profit,53231_202411_27
53,Ireland,28,"These resources could be more usefully spent on taking the action we need to expand renewables, retrofit homes, expand public transport and make it free and to cut the national herd.",202411,53231,People Before Profit,53231_202411_28
53,Ireland,29,Fianna Fáil and Fine Gael want to end our neutrality and drag us towards NATO.,202411,53231,People Before Profit,53231_202411_29
53,Ireland,30,People Before Profit opposes any efforts to end our neutrality and involve us in military operations through the EU.,202411,53231,People Before Profit,53231_202411_30
53,Ireland,31,The government has talked a rhetoric of concern for Palestine.,202411,53231,People Before Profit,53231_202411_31
53,Ireland,32,"But they refuse to isolate Israel, stand up to the US support for Israel and give real solidarity with Palestinians.",202411,53231,People Before Profit,53231_202411_32
53,Ireland,33,"People Before Profit wants to expel the ambassador, boycott events in Washington, ban the sale of Israeli war bonds which is facilitated by the Central Bank and isolate Israel though cutting all diplomatic and economic ties.",202411,53231,People Before Profit,53231_202411_33
53,Ireland,34,We have also called for the end of the use of Shannon to aid the murderous Israeli war machine.,202411,53231,People Before Profit,53231_202411_34
53,Ireland,35,This government has tried to blame our housing crisis on migrants and refugees and has leaned into the narratives of the Far Right.,202411,53231,People Before Profit,53231_202411_35
53,Ireland,36,Unlike other parties People Before Profit has taken a clear stance against the Far Right and racism.,202411,53231,People Before Profit,53231_202411_36
53,Ireland,37,The Far Right have nothing to offer working people and only help the establishment deflect attention from the real causes of the problems in our society,202411,53231,People Before Profit,53231_202411_37
53,Ireland,38,It’s time to end the rule of FFFG and radically change Irish society.,202411,53231,People Before Profit,53231_202411_38
53,Ireland,39,People Before Profit is the only party that has ruled out going into government with FFFG.,202411,53231,People Before Profit,53231_202411_39
53,Ireland,40,Other parties dither and flip flop.,202411,53231,People Before Profit,53231_202411_40
53,Ireland,41,They move to the centre and do not rule out going into government with FFFG.,202411,53231,People Before Profit,53231_202411_41
53,Ireland,42,It will be to the same old story where nothing really changes.,202411,53231,People Before Profit,53231_202411_42
53,Ireland,43,"Many others are running as Independents when in fact they, save for a few honorable exceptions, are no different to the establishment parties and will support FFFG at the first opportunity.",202411,53231,People Before Profit,53231_202411_43
53,Ireland,44,We need a left government with a radical agenda for change.,202411,53231,People Before Profit,53231_202411_44
53,Ireland,45,While other parties dither we set out the radical action that is needed for fundamental system change.,202411,53231,People Before Profit,53231_202411_45
53,Ireland,46,Another Ireland is possible.,202411,53231,People Before Profit,53231_202411_46
53,Ireland,47,The resources are there to make it happen.,202411,53231,People Before Profit,53231_202411_47
53,Ireland,48,What is missing is the political will.,202411,53231,People Before Profit,53231_202411_48
53,Ireland,49,We propose to begin a rapid transformation of Irish society on a scale and at an unprecedented pace that reflects the serious crises we face.,202411,53231,People Before Profit,53231_202411_49
53,Ireland,50,People Before Profit wants a 32-county eco- socialist republic where working people control the wealth and the needs of people and the planet come before the profits of the few.,202411,53231,People Before Profit,53231_202411_50
53,Ireland,51,But this requires a different type of politics.,202411,53231,People Before Profit,53231_202411_51
53,Ireland,52,People Before Profit does not believe that a few TDs or even a majority of TDs in the Dail can themselves bring that change.,202411,53231,People Before Profit,53231_202411_52
53,Ireland,53,It will require massive people power from below.,202411,53231,People Before Profit,53231_202411_53
53,Ireland,54,"This is why we encourage working people to organise, to feel their own strength and to push through the changes that are needed.",202411,53231,People Before Profit,53231_202411_54
53,Ireland,55,"We know that every major reform in Irish society whether it was ending water charges or Repeal, came from mass movement from below.",202411,53231,People Before Profit,53231_202411_55
53,Ireland,56,People Before Profit TDs are not conventional politicians but voices of resistance inside the corridors of the Dail.,202411,53231,People Before Profit,53231_202411_56
53,Ireland,57,They raise the issues others ignore.,202411,53231,People Before Profit,53231_202411_57
53,Ireland,58,They make a difference.,202411,53231,People Before Profit,53231_202411_58
53,Ireland,59,The first step in bringing about fundamental change will be the formation of a Left Government – one that excludes FF and FG.,202411,53231,People Before Profit,53231_202411_59
53,Ireland,60,"We know, however, from the experience of other countries that such a government must be willing to take the fight to the rich and privileged.",202411,53231,People Before Profit,53231_202411_60
53,Ireland,61,"Ireland needs a party that fights for workers, the poor and oppressed with all the energy and enthusiasm that FFFG defend the rich.",202411,53231,People Before Profit,53231_202411_61
53,Ireland,62,Voting People Before Profit Number 1 will give a strong indication that people want real change.,202411,53231,People Before Profit,53231_202411_62
53,Ireland,63,The kind of radical change set out in this manifesto.,202411,53231,People Before Profit,53231_202411_63
53,Ireland,64,The People Before Profit Pledge,202411,53231,People Before Profit,53231_202411_64
53,Ireland,65,TDs are paid too much.,202411,53231,People Before Profit,53231_202411_65
53,Ireland,66,"They earn a basic salary of €113,679 but in reality many earn more than this by getting allowances and expenses.",202411,53231,People Before Profit,53231_202411_66
53,Ireland,67,This is nearly three times what the average worker earns.,202411,53231,People Before Profit,53231_202411_67
53,Ireland,68,No wonder they are out of touch.,202411,53231,People Before Profit,53231_202411_68
53,Ireland,69,They have no idea of what it’s like to live on or below average earnings.,202411,53231,People Before Profit,53231_202411_69
53,Ireland,70,If elected People Before Profit candidates will only take the average wage and devote the rest of their salary to campaigning and community organisations.,202411,53231,People Before Profit,53231_202411_70
53,Ireland,71,They will use their money to build the people powered campaigns we need to truly change Ireland.,202411,53231,People Before Profit,53231_202411_71
53,Ireland,72,People Before Profit Will:,202411,53231,People Before Profit,53231_202411_72
53,Ireland,73,1) Never support a government involving Fianna Fáil and Fine Gael.,202411,53231,People Before Profit,53231_202411_73
53,Ireland,74,"2) Set up a State Construction Company to build social and affordable housing, renovate vacant homes and retrofit low BER-high energy poverty households.",202411,53231,People Before Profit,53231_202411_74
53,Ireland,75,Use the Apple money to finance it.,202411,53231,People Before Profit,53231_202411_75
53,Ireland,76,"3) Abolish the USC for those earning less than €100,000.",202411,53231,People Before Profit,53231_202411_76
53,Ireland,77,4) Introduce a multi-millionaires tax.,202411,53231,People Before Profit,53231_202411_77
53,Ireland,78,5) Introduce a Living Wage of at least €15 an hour.,202411,53231,People Before Profit,53231_202411_78
53,Ireland,79,6) Introduce mandatory union recognition.,202411,53231,People Before Profit,53231_202411_79
53,Ireland,80,7) Introduce price controls on energy and food.,202411,53231,People Before Profit,53231_202411_80
53,Ireland,81,8) Raise pension and benefits to €300 immediately.,202411,53231,People Before Profit,53231_202411_81
53,Ireland,82,Raise all disability payments to €350.,202411,53231,People Before Profit,53231_202411_82
53,Ireland,83,9) Abolish the means test for careers allowance and give carers a Living Wage.,202411,53231,People Before Profit,53231_202411_83
53,Ireland,84,10) Introduce rent controls and reinstate the eviction ban.,202411,53231,People Before Profit,53231_202411_84
53,Ireland,85,11) Introduce free GP care and abolish health related charges.,202411,53231,People Before Profit,53231_202411_85
53,Ireland,86,Lift the recruitment embargo and invest in capacity to reduce waiting lists.,202411,53231,People Before Profit,53231_202411_86
53,Ireland,87,12) Take private hospitals into public control.,202411,53231,People Before Profit,53231_202411_87
53,Ireland,88,13) Establish a fully publicly owned and funded National Childcare Service to provide free childcare for all.,202411,53231,People Before Profit,53231_202411_88
53,Ireland,89,14) Introduce 12 months’ paid leave for each parent in the first two years of a child’s life.,202411,53231,People Before Profit,53231_202411_89
53,Ireland,90,Increase annual leave for all.,202411,53231,People Before Profit,53231_202411_90
53,Ireland,91,"15) Abolish all education related charges, reduce the pupil/teacher ratio and double the capitation grant at primary level.",202411,53231,People Before Profit,53231_202411_91
53,Ireland,92,"16) Immediately increase the number of SNAs and SETs by 2,000 and 1,000 respectively and employ 375 clinicians to clear assessment of need waiting lists.",202411,53231,People Before Profit,53231_202411_92
53,Ireland,93,"17) Start a major programme to reduce emission by at least 10% per year: introduce free public transport, ramp up investment in renewables and retrofitting and reduce the national herd.",202411,53231,People Before Profit,53231_202411_93
53,Ireland,94,18) Give refugees the right to work.,202411,53231,People Before Profit,53231_202411_94
53,Ireland,95,End Direct Provision.,202411,53231,People Before Profit,53231_202411_95
53,Ireland,96,Stand up to all forms of racism and the Far Right.,202411,53231,People Before Profit,53231_202411_96
53,Ireland,97,19) Expel the Israeli ambassador.,202411,53231,People Before Profit,53231_202411_97
53,Ireland,98,Cut all diplomatic and economic ties with Israel.,202411,53231,People Before Profit,53231_202411_98
53,Ireland,99,Ban imports of goods and services from Israel.,202411,53231,People Before Profit,53231_202411_99
53,Ireland,100,End the use of Shannon by the US military.,202411,53231,People Before Profit,53231_202411_100
53,Ireland,101,20) Campaign for a Border Poll.,202411,53231,People Before Profit,53231_202411_101
53,Ireland,102,Our Manifesto summarises our policies and our recent alternative budgets.,202411,53231,People Before Profit,53231_202411_102
53,Ireland,103,Detailed costings for 2025 are in our Budget 2025.,202411,53231,People Before Profit,53231_202411_103
53,Ireland,104,HOUSING FOR EVERYONE,202411,53231,People Before Profit,53231_202411_104
53,Ireland,105,This government has failed to provide affordable housing to all who need it.,202411,53231,People Before Profit,53231_202411_105
53,Ireland,106,The Housing Crisis,202411,53231,People Before Profit,53231_202411_106
53,Ireland,107,"Over 58,000 are on waiting lists;",202411,53231,People Before Profit,53231_202411_107
53,Ireland,108,"Another 68,000 households are on Housing Assistance Payments (HAP);",202411,53231,People Before Profit,53231_202411_108
53,Ireland,109,"Over 14,000 people are homeless, over 4,000 of these are children;",202411,53231,People Before Profit,53231_202411_109
53,Ireland,110,"There are over 160,000 vacant homes in Ireland, of which 48,000 have been empty since 2016;",202411,53231,People Before Profit,53231_202411_110
53,Ireland,111,The state hands over nearly €1 billion a year to landlords to subsidise rents;,202411,53231,People Before Profit,53231_202411_111
53,Ireland,112,"Average rents are through the roof being over €1,800, and €2,300 in Dublin;",202411,53231,People Before Profit,53231_202411_112
53,Ireland,113,House prices are out of control and rose by over 10% in the last year;,202411,53231,People Before Profit,53231_202411_113
53,Ireland,114,Mortgage interest repayments have gone up by 11% in the last year;,202411,53231,People Before Profit,53231_202411_114
53,Ireland,115,"Over 440,000 young adults are living with their parents.",202411,53231,People Before Profit,53231_202411_115
53,Ireland,116,59% of those between 20 and 34 do so;,202411,53231,People Before Profit,53231_202411_116
53,Ireland,117,"In 2023 the government failed to meet their targets for social and affordable housing targets by 2,680;",202411,53231,People Before Profit,53231_202411_117
53,Ireland,118,"The Housing Commission Report identified an historical deficit of up 256,000 homes;",202411,53231,People Before Profit,53231_202411_118
53,Ireland,119,"Based on the report the Central Bank estimates we need to build 68,000 homes a year for the next 10 years to meet housing needs.",202411,53231,People Before Profit,53231_202411_119
53,Ireland,120,The new government targets are not ambitious enough.,202411,53231,People Before Profit,53231_202411_120
53,Ireland,121,The failure to provide affordable housing based on need has resulted from an overreliance on the market.,202411,53231,People Before Profit,53231_202411_121
53,Ireland,122,Two thirds of expenditure on homelessness goes to for-profit providers of emergency accommodation.,202411,53231,People Before Profit,53231_202411_122
53,Ireland,123,The housing crisis can only be resolved by resetting policy so that we don’t rely on the market.,202411,53231,People Before Profit,53231_202411_123
53,Ireland,124,We need actions to control the costs of building homes and the costs of renting and buying a home.,202411,53231,People Before Profit,53231_202411_124
53,Ireland,125,But most of all we need more homes and for the state to take a lead in ramping up the provision of social and affordable housing.,202411,53231,People Before Profit,53231_202411_125
53,Ireland,126,We need an emergency housing programme led by a State Construction Company to build many thousands of social and affordable houses.,202411,53231,People Before Profit,53231_202411_126
53,Ireland,127,We would allocate the Apple money to finance a State Construction Company and build social housing.,202411,53231,People Before Profit,53231_202411_127
53,Ireland,128,A State Construction Company,202411,53231,People Before Profit,53231_202411_128
53,Ireland,129,"If we want a massive expansion of house building, retrofitting of older houses, and a refurbishment of vacant homes, we need a new state construction company.",202411,53231,People Before Profit,53231_202411_129
53,Ireland,130,The Housing Commission called for “exceptional and radical measures to deliver a substantial amount of housing in the shortest time practicable”.,202411,53231,People Before Profit,53231_202411_130
53,Ireland,131,The establishment of a state construction company is one such exceptional and radical measure.,202411,53231,People Before Profit,53231_202411_131
53,Ireland,132,Financed by the Apple Money;,202411,53231,People Before Profit,53231_202411_132
53,Ireland,133,Cuts costs by removing the profit motive from building social and affordable housing;,202411,53231,People Before Profit,53231_202411_133
53,Ireland,134,Builds at scale to increase public housing to 30% of housing stock and to clear waiting lists;,202411,53231,People Before Profit,53231_202411_134
53,Ireland,135,"Allows the State, not developers, to decide what kind of homes to build and allows us to meet real housing needs;",202411,53231,People Before Profit,53231_202411_135
53,Ireland,136,Use direct labour units to attract workers by offering them the best working conditions and security of employment;,202411,53231,People Before Profit,53231_202411_136
53,Ireland,137,Our Full Briefing on a State Construction Company is here.,202411,53231,People Before Profit,53231_202411_137
53,Ireland,138,"We will introduce strict rent controls, allow tenants to apply for rent reductions and give security of tenure.",202411,53231,People Before Profit,53231_202411_138
53,Ireland,139,We would cap mortgage interest payments at 3%.,202411,53231,People Before Profit,53231_202411_139
53,Ireland,140,We will:,202411,53231,People Before Profit,53231_202411_140
53,Ireland,141,Declare a Housing Emergency;,202411,53231,People Before Profit,53231_202411_141
53,Ireland,142,"Use the State Construction Company to build 30,000 social and 5,000 affordable houses per year;",202411,53231,People Before Profit,53231_202411_142
53,Ireland,143,Provide for Universal Public Housing: remove the income limits for public housing;,202411,53231,People Before Profit,53231_202411_143
53,Ireland,144,Eliminate homelessness with immediate actions to scale up social housing & expand and resource Housing First;,202411,53231,People Before Profit,53231_202411_144
53,Ireland,145,Use vacant public buildings to accommodate homeless Irish people and asylum seekers;,202411,53231,People Before Profit,53231_202411_145
53,Ireland,146,Introduce more punitive “use it or lose it” taxes on vacant and derelict buildings and sites;,202411,53231,People Before Profit,53231_202411_146
53,Ireland,147,Use Compulsory Purchase Order powers to bring vacant homes back into use;,202411,53231,People Before Profit,53231_202411_147
53,Ireland,148,"Increase the renter’s tax credit to €3,000 in 2025;",202411,53231,People Before Profit,53231_202411_148
53,Ireland,149,"Introduce a rent freeze, real rent controls and reinstate the eviction ban;",202411,53231,People Before Profit,53231_202411_149
53,Ireland,150,Introduce an NCT-style system of certification to ensure minimum standards in the private rental sector are met;,202411,53231,People Before Profit,53231_202411_150
53,Ireland,151,Ban vulture funds and short term letting;,202411,53231,People Before Profit,53231_202411_151
53,Ireland,152,Cap mortgage interest rates and extend the mortgage to rent scheme;,202411,53231,People Before Profit,53231_202411_152
53,Ireland,153,"Establish an Independent National Traveller Housing Agency to oversee the delivery of culturally appropriate Traveller accommodation, suited to the specific needs of the community;",202411,53231,People Before Profit,53231_202411_153
53,Ireland,154,Ensure that all public housing developments are of an accessible design and are fully disability proofed so disabled people can live independently;,202411,53231,People Before Profit,53231_202411_154
53,Ireland,155,Expand the Housing Adaptation grant schemes and increase funding to clear waiting lists and ensure access for all;,202411,53231,People Before Profit,53231_202411_155
53,Ireland,156,"Provide 100% redress including retrospection for apartment and duplex defects, 100% redress for all homes with defective blocks;",202411,53231,People Before Profit,53231_202411_156
53,Ireland,157,Build new houses to Passive House Standards;,202411,53231,People Before Profit,53231_202411_157
53,Ireland,158,Introduce minimum B2 BER standards for the Private Rented Sector;,202411,53231,People Before Profit,53231_202411_158
53,Ireland,159,Hold a referendum on the right to housing.,202411,53231,People Before Profit,53231_202411_159
53,Ireland,160,End the Rent Hell - Hope for a Locked-Out Generation,202411,53231,People Before Profit,53231_202411_160
53,Ireland,161,We would declare a housing emergency.,202411,53231,People Before Profit,53231_202411_161
53,Ireland,162,As a first step we would impose a rent freeze where landlords are banned from increasing rents during this emergency.,202411,53231,People Before Profit,53231_202411_162
53,Ireland,163,We would establish a no-fault eviction ban.,202411,53231,People Before Profit,53231_202411_163
